AERONET Data Download (Version 3 Direct Moon)
AERONET Version 3
Version 3: Lunar AOD Level 1.0
The following data are unscreened and may not have final calibration applied.
Contact: PI=Pawan_Gupta; PI Email=pawan.gupta@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Measurement_Type(solar or lunar),Solar_Zenith_Angle(Degrees),Lunar_Zenith_Angle(Degrees),Optical_Air_Mass,Lunar_Phase_Angle(Degrees),Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
UCSB,07:03:2026,06:25:46,66,66.267894,0.016580,0.055529,0.058586,-999.000000,-999.000000,0.066275,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.078658,-999.000000,-999.000000,0.082845,-999.000000,-999.000000,-999.000000,-999.000000,0.871904,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000060,0.000165,0.000675,-999.000000,-999.000000,0.000577,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001135,-999.000000,-999.000000,0.000915,-999.000000,-999.000000,-999.000000,-999.000000,0.008516,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.520038,0.405880,0.529884,0.534447,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,81.169751,6.266308,45.462290,12.900000,320.092026,0.173067,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,06:30:46,66,66.271366,0.016225,0.058550,0.061406,-999.000000,-999.000000,0.068855,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.080359,-999.000000,-999.000000,0.085217,-999.000000,-999.000000,-999.000000,-999.000000,0.856117,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001012,0.000113,0.000697,-999.000000,-999.000000,0.000290,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000728,-999.000000,-999.000000,0.002926,-999.000000,-999.000000,-999.000000,-999.000000,0.005549,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.486520,0.459379,0.500790,0.487775,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,80.289526,5.740486,45.497155,12.700000,320.094070,0.173068,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,06:35:46,66,66.274838,0.015723,0.060103,0.063327,-999.000000,-999.000000,0.070689,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.082351,-999.000000,-999.000000,0.088120,-999.000000,-999.000000,-999.000000,-999.000000,0.862693,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000256,0.000535,0.000587,-999.000000,-999.000000,0.000370,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000833,-999.000000,-999.000000,0.002306,-999.000000,-999.000000,-999.000000,-999.000000,0.004483,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.487333,0.529930,0.513573,0.476514,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,79.415592,5.298047,45.531719,12.600000,320.096114,0.173069,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,06:40:47,66,66.278322,0.016021,0.063285,0.066347,-999.000000,-999.000000,0.073855,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.086153,-999.000000,-999.000000,0.091777,-999.000000,-999.000000,-999.000000,-999.000000,0.856158,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000250,0.000718,0.000731,-999.000000,-999.000000,0.000998,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000249,-999.000000,-999.000000,0.000023,-999.000000,-999.000000,-999.000000,-999.000000,0.012154,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.481040,0.494871,0.508290,0.474120,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,78.545328,4.919982,45.566097,12.600000,320.098165,0.173070,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,06:45:47,66,66.281794,0.015616,0.065789,0.068724,-999.000000,-999.000000,0.076140,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.088507,-999.000000,-999.000000,0.094336,-999.000000,-999.000000,-999.000000,-999.000000,0.850334,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000153,0.000873,0.000624,-999.000000,-999.000000,0.000426,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000136,-999.000000,-999.000000,0.001363,-999.000000,-999.000000,-999.000000,-999.000000,0.006928,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.469218,0.499109,0.500508,0.459284,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,77.684781,4.595617,45.600063,12.600000,320.100209,0.173070,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,06:50:47,66,66.285266,0.015052,0.067924,0.070985,-999.000000,-999.000000,0.078053,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.089782,-999.000000,-999.000000,0.094960,-999.000000,-999.000000,-999.000000,-999.000000,0.844471,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000246,0.000138,0.000856,-999.000000,-999.000000,0.000578,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000504,-999.000000,-999.000000,0.002996,-999.000000,-999.000000,-999.000000,-999.000000,0.009631,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.432352,0.438806,0.459328,0.426528,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,76.831323,4.313708,45.633734,12.500000,320.102254,0.173071,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,06:55:47,66,66.288738,0.015017,0.070261,0.073092,-999.000000,-999.000000,0.080803,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.092885,-999.000000,-999.000000,0.099848,-999.000000,-999.000000,-999.000000,-999.000000,0.854720,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000164,0.000298,0.000862,-999.000000,-999.000000,0.000846,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000829,-999.000000,-999.000000,0.001968,-999.000000,-999.000000,-999.000000,-999.000000,0.014829,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.456196,0.565699,0.488782,0.434728,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,75.985237,4.066685,45.667112,12.500000,320.104298,0.173072,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,07:00:47,66,66.292211,0.015796,0.073299,0.075925,-999.000000,-999.000000,0.083224,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.095147,-999.000000,-999.000000,0.101316,-999.000000,-999.000000,-999.000000,-999.000000,0.845444,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000392,0.000436,0.001238,-999.000000,-999.000000,0.001183,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001074,-999.000000,-999.000000,0.003107,-999.000000,-999.000000,-999.000000,-999.000000,0.009098,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.424949,0.491670,0.456911,0.409667,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,75.146815,3.848663,45.700199,12.300000,320.106342,0.173073,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,07:05:47,66,66.295683,0.015239,0.075099,0.078180,-999.000000,-999.000000,0.085234,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.097784,-999.000000,-999.000000,0.103322,-999.000000,-999.000000,-999.000000,-999.000000,0.842974,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000233,0.000370,0.001064,-999.000000,-999.000000,0.000512,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000736,-999.000000,-999.000000,0.002667,-999.000000,-999.000000,-999.000000,-999.000000,0.001165,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.415350,0.431165,0.450805,0.406655,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,74.316360,3.655000,45.732997,12.100000,320.108386,0.173074,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,07:10:47,66,66.299155,0.014577,0.077277,0.080602,-999.000000,-999.000000,0.087767,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.100292,-999.000000,-999.000000,0.107521,-999.000000,-999.000000,-999.000000,-999.000000,0.847846,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000577,0.000288,0.000439,-999.000000,-999.000000,0.001026,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.002109,-999.000000,-999.000000,0.002186,-999.000000,-999.000000,-999.000000,-999.000000,0.003684,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.422799,0.544640,0.468677,0.397162,-999.000000,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,lunar,-999.000000,73.494184,3.481988,45.765509,12.000000,320.110430,0.173075,07:03:2026,7,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,-999.,-999.,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
