AERONET Data Download (Version 3 Direct Sun)
AERONET Version 3
Version 3: AOD Level 1.0
The following data are unscreened and may not have final calibration applied.
Contact: PI=Pawan_Gupta; PI Email=pawan.gupta@nasa.gov
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,Triplet_Variability_1640,Triplet_Variability_1020,Triplet_Variability_870,Triplet_Variability_865,Triplet_Variability_779,Triplet_Variability_675,Triplet_Variability_667,Triplet_Variability_620,Triplet_Variability_560,Triplet_Variability_555,Triplet_Variability_551,Triplet_Variability_532,Triplet_Variability_531,Triplet_Variability_510,Triplet_Variability_500,Triplet_Variability_490,Triplet_Variability_443,Triplet_Variability_440,Triplet_Variability_412,Triplet_Variability_400,Triplet_Variability_380,Triplet_Variability_340,Triplet_Variability_Precipitable_Water(cm),Triplet_Variability_681,Triplet_Variability_709,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,Triplet_Variability_AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Solar_Zenith_Angle(Degrees),Optical_Air_Mass,Sensor_Temperature(Degrees_C),Ozone(Dobson),NO2(Dobson),Last_Date_Processed,Number_of_Wavelengths,Exact_Wavelengths_of_AOD(um)_1640nm,Exact_Wavelengths_of_AOD(um)_1020nm,Exact_Wavelengths_of_AOD(um)_870nm,Exact_Wavelengths_of_AOD(um)_865nm,Exact_Wavelengths_of_AOD(um)_779nm,Exact_Wavelengths_of_AOD(um)_675nm,Exact_Wavelengths_of_AOD(um)_667nm,Exact_Wavelengths_of_AOD(um)_620nm,Exact_Wavelengths_of_AOD(um)_560nm,Exact_Wavelengths_of_AOD(um)_555nm,Exact_Wavelengths_of_AOD(um)_551nm,Exact_Wavelengths_of_AOD(um)_532nm,Exact_Wavelengths_of_AOD(um)_531nm,Exact_Wavelengths_of_AOD(um)_510nm,Exact_Wavelengths_of_AOD(um)_500nm,Exact_Wavelengths_of_AOD(um)_490nm,Exact_Wavelengths_of_AOD(um)_443nm,Exact_Wavelengths_of_AOD(um)_440nm,Exact_Wavelengths_of_AOD(um)_412nm,Exact_Wavelengths_of_AOD(um)_400nm,Exact_Wavelengths_of_AOD(um)_380nm,Exact_Wavelengths_of_AOD(um)_340nm,Exact_Wavelengths_of_PW(um)_935nm,Exact_Wavelengths_of_AOD(um)_681nm,Exact_Wavelengths_of_AOD(um)_709nm,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty,Exact_Wavelengths_of_AOD(um)_Empty
UCSB,07:03:2026,00:01:37,66,66.001123,0.019536,0.057869,0.062974,-999.000000,-999.000000,0.071038,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.084739,-999.000000,-999.000000,0.089933,-999.000000,-999.000000,0.098490,0.103008,1.095664,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000784,0.000324,0.000574,-999.000000,-999.000000,0.000524,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000354,-999.000000,-999.000000,0.000665,-999.000000,-999.000000,0.000741,0.000491,0.008978,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.533570,0.545357,0.557238,0.538912,0.530514,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,67.306670,2.578167,23.400000,319.934978,0.173000,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:06:37,66,66.004595,0.019493,0.056810,0.061320,-999.000000,-999.000000,0.069611,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.083368,-999.000000,-999.000000,0.088390,-999.000000,-999.000000,0.096888,0.101482,1.088217,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000766,0.000348,0.000335,-999.000000,-999.000000,0.000287,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000835,-999.000000,-999.000000,0.000587,-999.000000,-999.000000,0.000464,0.001056,0.008280,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.547799,0.545218,0.565332,0.557380,0.539552,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,68.248509,2.682609,23.600000,319.937022,0.173001,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:09:41,66,66.006725,0.019095,0.055680,0.060299,-999.000000,-999.000000,0.068193,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.081327,-999.000000,-999.000000,0.086486,-999.000000,-999.000000,0.094840,0.099617,1.068740,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000268,0.000429,0.000717,-999.000000,-999.000000,0.000302,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000593,-999.000000,-999.000000,0.000628,-999.000000,-999.000000,0.000286,0.000490,0.017048,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.538759,0.557333,0.560552,0.542943,0.551500,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,68.829167,2.751663,23.800000,319.938276,0.173002,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:16:37,66,66.011539,0.018837,0.054310,0.058647,-999.000000,-999.000000,0.066633,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.079732,-999.000000,-999.000000,0.084716,-999.000000,-999.000000,0.093316,0.097956,1.045244,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000326,0.001142,0.001136,-999.000000,-999.000000,0.001497,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.001356,-999.000000,-999.000000,0.001547,-999.000000,-999.000000,0.001208,0.000970,0.020696,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.549763,0.570823,0.567276,0.557246,0.567283,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,70.149895,2.923813,24.000000,319.941111,0.173003,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:18:38,66,66.012940,0.019520,0.054060,0.058520,-999.000000,-999.000000,0.066566,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.079305,-999.000000,-999.000000,0.084634,-999.000000,-999.000000,0.093642,0.098030,1.063888,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000298,0.000610,0.000398,-999.000000,-999.000000,0.000912,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000096,-999.000000,-999.000000,0.000357,-999.000000,-999.000000,0.000413,0.000601,0.009190,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.548535,0.602775,0.564735,0.551193,0.575332,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,70.536020,2.978550,24.300000,319.941935,0.173003,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:27:55,66,66.019387,0.019003,0.051084,0.055146,-999.000000,-999.000000,0.063014,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.075951,-999.000000,-999.000000,0.081099,-999.000000,-999.000000,0.089885,0.095071,1.051066,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000552,0.000825,0.000433,-999.000000,-999.000000,0.000737,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000663,-999.000000,-999.000000,0.000153,-999.000000,-999.000000,0.000656,0.001250,0.012433,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.575466,0.611051,0.594996,0.580749,0.619850,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,72.324418,3.263023,24.700000,319.945730,0.173005,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:37:32,66,66.026065,0.019742,0.049495,0.053511,-999.000000,-999.000000,0.061406,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.074725,-999.000000,-999.000000,0.079846,-999.000000,-999.000000,0.088886,0.094646,1.050917,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000611,0.000203,0.000356,-999.000000,-999.000000,0.000467,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000275,-999.000000,-999.000000,0.000686,-999.000000,-999.000000,0.000828,0.000157,0.008547,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.598638,0.629756,0.620395,0.606012,0.661955,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,74.193935,3.628099,24.500000,319.949662,0.173007,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:39:33,66,66.027465,0.020000,0.049209,0.053257,-999.000000,-999.000000,0.061324,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.074382,-999.000000,-999.000000,0.079656,-999.000000,-999.000000,0.088640,0.094683,1.056564,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000406,0.000177,0.000580,-999.000000,-999.000000,0.000559,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000738,-999.000000,-999.000000,0.000289,-999.000000,-999.000000,0.000304,0.000190,0.013498,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.599897,0.636111,0.616440,0.605950,0.671963,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,74.587953,3.716077,24.400000,319.950486,0.173007,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:41:35,66,66.028877,0.020052,0.048843,0.052781,-999.000000,-999.000000,0.060782,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.073636,-999.000000,-999.000000,0.078899,-999.000000,-999.000000,0.088228,0.094374,1.049267,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000293,0.000290,0.000273,-999.000000,-999.000000,0.000177,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000168,-999.000000,-999.000000,0.000289,-999.000000,-999.000000,0.000424,0.000282,0.005863,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.598518,0.656084,0.614448,0.603891,0.696740,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,74.985870,3.809478,24.400000,319.951317,0.173007,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
UCSB,07:03:2026,00:43:36,66,66.030278,0.020185,0.048525,0.052293,-999.000000,-999.000000,0.060543,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.073394,-999.000000,-999.000000,0.078785,-999.000000,-999.000000,0.087885,0.094190,1.060003,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000370,0.000421,0.000389,-999.000000,-999.000000,0.000150,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.000143,-999.000000,-999.000000,0.000245,-999.000000,-999.000000,0.000150,0.000354,0.009243,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,-999.000000,0.608767,0.653489,0.619623,0.614464,0.693952,-999.000000,lev10,1170,UCSB,34.415428,-119.845360,33.000000,75.381141,3.907134,24.300000,319.952142,0.173008,10:03:2026,9,1.640100,1.019700,0.869100,-999.,-999.,0.675500,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.500200,-999.,-999.,0.440200,-999.,-999.,0.379300,0.340000,0.937200,-999.,-999.,-999.,-999.,-999.,-999.,-999.
